sp,pop,plant,flower,lll,llw,ull,ulw,ctl,ctw
eleg,e,119,4,9.4212,3.8246,9.4155,1.7491,26.8646,3.9361
eleg,e,120,1,7.8902,5.1051,7.7158,1.4792,21.2851,3.3644
eleg,e,120,2,4.7204,3.4785,8.5007,1.8746,21.9297,3.0279
eleg,e,120,3,8.5962,5.5329,9.7297,2.0531,21.0218,3.5649
eleg,e,120,4,7.506,5.2622,9.4481,1.0946,21.9683,3.0781
eleg,e,121,1,11.0814,6.2736,11.3416,3.3265,26.8292,4.9663
eleg,e,121,2,11.7119,6.4308,12.425,2.7582,22.7402,4.2913
eleg,e,121,3,9.9788,5.4944,12.8931,2.5518,24.0294,4.6105
eleg,e,121,4,9.1363,5.2264,11.0718,2.5656,23.7497,3.5342
eleg,e,121,5,10.7682,5.7296,12.4504,2.773,23.6762,4.2647
fulg,f,122,1,16.6511,10.532,18.1709,6.1648,33.1814,6.5792
fulg,f,122,2,20.6055,5.2847,21.7656,6.9109,35.5922,7.1677
fulg,f,122,3,17.0835,9.9716,22.1833,6.9884,33.9793,6.4131
fulg,f,123,1,18.594,8.6911,19.2166,7.0216,35.7152,6.5155
fulg,f,123,2,17.4594,6.2507,17.3994,5.8688,40.532,5.8581
fulg,f,123,3,18.8728,8.4605,22.4103,8.1476,38.3966,7.5569
fulg,f,124,1,17.9907,7.0824,20.368,6.2444,37.3103,6.457
fulg,f,124,2,21.2921,5.0473,22.4506,6.9554,37.7251,6.8534
fulg,f,124,3,16.0687,10.9611,15.6621,6.2496,28.8985,4.9593
fulg,f,125,1,18.9642,8.0821,19.7252,6.0586,33.4736,7.2084
fulg,f,125,2,19.8524,7.4314,20.3049,6.7801,33.5715,6.5645
fulg,f,125,3,19.3774,9.2612,20.8706,7.0412,34.1765,6.7435
fulg,f,125,4,17.2365,9.6473,20.3874,7.054,32.9111,6.6086
fulg,f,126,1,18.1808,10.8958,18.2257,7.3001,40.9503,6.8273
fulg,f,126,2,17.7539,9.6944,14.6542,8.1585,31.4382,7.0994
fulg,f,126,3,19.2153,7.1585,19.2174,7.025,33.065,7.2952
fulg,f,127,1,19.0315,7.9184,18.1244,6.5679,34.5079,6.719
fulg,f,127,2,19.0186,8.0269,18.5176,6.3583,33.3288,6.4175
fulg,f,127,3,20.4966,11.0278,18.3562,6.5843,34.6879,6.3664
fulg,f,127,4,16.051,9.5422,15.1346,5.6394,29.8577,5.4447
fulg,f,128,1,20.6506,11.012,20.6517,7.2104,31.6701,7.5079
fulg,f,128,2,19.485,11.8699,20.832,6.6381,31.6629,6.7025
fulg,f,128,3,17.3074,9.2622,19.2775,6.7713,29.1319,6.3724
fulg,f,128,4,18.8397,8.39,21.4341,6.5982,32.0257,6.9089
fulg,f,129,1,18.4246,10.0603,19.3944,6.2211,27.3723,5.6271
fulg,f,129,2,21.6113,6.6376,21.7415,7.1259,32.9548,6.9851
fulg,f,129,3,20.4592,7.5491,21.105,7.1856,30.9784,6.5733
fulg,f,130,1,22.5242,6.2663,20.5077,7.1137,34.4778,7.0095
fulg,f,130,2,21.3469,11.3152,21.4686,7.0474,35.4702,6.2952
fulg,f,130,3,21.4958,7.0596,22.2865,6.4149,35.0002,7.0783
fulg,f,130,4,21.2769,6.2492,21.4065,6.5249,31.7114,5.9316
fulg,f,130,5,21.6851,5.829,21.2142,6.9929,34.5017,6.6878
fulg,f,130,6,21.8935,6.8111,19.0366,7.6578,32.9397,6.5581
fulg,f,131,1,11.9395,5.9127,18.7221,5.6258,31.008,5.936
fulg,f,131,2,14.8148,9.1047,18.638,6.0643,32.1121,6.1969
fulg,f,131,3,18.3901,5.2421,19.7811,5.7539,31.6078,6.3567
fulg,f,131,4,16.2852,8.4752,18.3042,5.3103,32.3717,5.9035
fulg,f,131,5,19.4411,7.6296,19.2872,6.231,34.4371,6.284
fulg,f,132,1,18.3934,7.6437,18.797,5.6701,30.8235,6.003
fulg,f,132,2,15.6888,9.7832,16.5802,5.521,31.1872,5.6006
fulg,f,132,3,14.7755,7.0175,15.4625,5.3187,27.8141,5.4821
fulg,f,133,1,18.0294,7.785,20.9145,6.5851,35.3409,6.8137
fulg,f,133,2,14.645,7.5988,16.3541,5.9501,29.578,5.9898
fulg,f,133,3,19.1825,7.0932,19.914,6.1697,32.5409,6.527
fulg,f,133,4,16.1579,10.151,14.943,6.0274,31.675,6.7126
fulg,f,134,1,21.5597,11.319,21.2801,6.9999,32.7235,6.6204
fulg,f,134,2,18.5591,9.7439,21.1479,6.9296,35.5271,7.8178
fulg,f,134,3,21.1007,9.8904,20.6874,7.0325,32.4981,6.5392
fulg,f,134,4,20.3869,10.3662,22.2842,8.001,33.7682,7.6313
fulg,f,135,1,21.628,8.2708,21.9637,6.8362,33.2899,7.225
fulg,f,135,2,21.1243,11.1205,20.1238,6.6132,33.6082,7.0924
fulg,f,135,3,18.34,12.5365,19.902,7.3793,31.568,6.4929
fulg,f,135,4,20.7363,10.3262,20.6459,7.1525,35.7807,7.3923
fulg,f,136,1,20.0516,6.0657,19.6589,6.8457,35.7726,7.2457
fulg,f,136,2,16.6878,8.4715,20.5823,6.7204,33.3385,6.8818
fulg,f,136,3,17.242,6.1207,19.9576,6.2627,32.7302,6.7282
fulg,f,136,4,16.9704,6.5328,19.9233,6.8947,33.1589,6.581
fulg,f,137,1,15.3468,7.2718,19.3084,5.9593,31.0921,6.183
fulg,f,137,2,15.6441,8.6176,19.0481,5.7168,29.6515,5.854
fulg,f,137,3,16.842,8.8337,18.8097,6.3021,31.8772,6.9739
fulg,f,138,1,20.5443,6.4783,21.9874,7.5523,40.2419,7.5156
fulg,f,138,2,21.1568,7.2869,22.8245,6.6794,40.8202,7.8007
fulg,f,138,3,21.0183,8.6493,22.152,7.347,37.7652,7.4634
fulg,f,139,1,23.0066,14.0159,22.5143,8.0294,35.2741,6.7703
fulg,f,139,2,23.9515,14.7631,22.2326,6.9866,35.4694,7.0281
fulg,f,139,3,24.4315,9.7445,22.1726,7.04,36.3687,7.4448
fulg,f,140,1,20.9749,7.6351,21.7736,7.0048,32.773,7.242
fulg,f,140,2,17.6658,10.8332,22.3833,6.8114,37.1171,7.3439
fulg,f,140,3,17.5984,10.5504,18.9177,7.3113,30.6395,7.159
fulg,f,140,4,17.947,11.0684,17.5045,5.78,35.6526,6.1447
fulg,f,141,1,18.9288,8.2,19.2118,7.409,30.6985,6.2381
fulg,f,141,2,18.5233,9.6989,21.0159,7.9663,34.8389,6.9044
fulg,f,141,3,17.0383,10.5987,19.2981,8.0234,31.3801,6.0352
fulg,f,142,1,14.2006,9.8466,13.7274,6.2154,26.2481,5.7274
fulg,f,142,2,17.6079,9.9471,17.9362,6.5472,34.6391,6.7904
fulg,f,142,3,15.4634,8.3027,15.87,6.72,33.3993,6.7599
fulg,f,142,4,15.1681,6.6172,16.0807,4.9732,30.7558,5.6734
fulg,f,142,5,18.0869,10.711,17.8241,6.5472,31.5413,6.9428
fulg,f,143,1,10.1267,5.1196,15.6228,5.4792,32.8799,5.9228
fulg,f,143,2,15.2031,6.2297,17.1122,6.175,32.5091,6.0749
fulg,f,143,3,17.3946,7.4483,18.7949,6.3614,32.1749,6.7086
fulg,f,144,1,18.4383,10.025,18.5693,5.6781,33.783,6.5965
fulg,f,144,2,21.0991,13.1645,21.0112,6.6773,36.3481,6.933
fulg,f,144,3,11.7329,8.5123,11.5117,4.8327,23.9567,5.4972
fulg,f,145,1,19.1373,7.4859,20.8577,7.2109,33.005,7.2926
fulg,f,145,2,16.8601,5.5119,17.4645,5.3907,30.2143,6.0351
fulg,f,145,3,18.1861,8.6476,16.9136,7.4887,28.969,5.3771
fulg,f,145,4,16.3365,10.2756,16.7966,6.5593,28.7173,6.0692
fulg,f,146,1,21.1429,7.6509,20.5242,6.7776,34.088,7.7706
fulg,f,146,2,18.7124,7.4631,19.9634,7.1689,32.4662,7.3072
fulg,f,146,3,21.279,8.2141,19.8166,7.7706,31.6979,7.4125
fulg,f,146,4,17.4413,9.9639,16.0076,7.7578,28.8745,6.4534
fulg,f,146,5,17.8581,7.3928,18.8317,6.7644,31.7776,7.0446
fulg,f,147,1,20.9605,8.7911,21.9419,7.5994,36.2202,8.2656
fulg,f,147,2,13.9327,10.7999,19.1768,7.113,33.6869,6.7598
fulg,f,147,3,19.6776,8.8655,21.2592,7.2137,38.5439,7.1489
fulg,f,148,1,17.1815,8.7716,17.1159,7.379,34.7683,6.6152
fulg,f,148,2,16.2382,8.3504,17.2637,6.8311,30.4781,6.2006
fulg,f,148,3,18.5651,7.2108,19.78,6.6181,35.3898,7.5662
fulg,f,149,1,18.3925,8.1558,20.3385,6.4402,34.5972,6.4329
fulg,f,149,2,17.9806,9.6567,20.228,7.2868,35.3096,7.1815
fulg,f,149,3,18.5449,9.159,20.5396,8.0359,35.1081,7.2937
fulg,f,150,1,15.4316,6.2324,17.6418,6.5626,31.0318,9.1822
fulg,f,150,2,15.034,8.445,12.7614,6.4191,27.3262,7.9858
fulg,f,150,3,16.9788,11.3545,17.2389,5.4051,30.1965,9.0572
fulg,f,151,1,20.1348,10.4274,21.1805,7.9299,32.5997,7.198
fulg,f,151,2,17.738,6.7969,19.6246,5.807,34.5712,6.1831
fulg,f,151,3,18.03,8.2521,15.0429,6.2861,31.748,5.944
fulg,f,152,1,16.911,8.9142,15.3275,7.4606,37.719,4.5252
fulg,f,152,2,18.5984,7.0005,20.5441,7.1536,35.9562,6.5831
fulg,f,152,3,14.1127,4.9999,18.3414,6.0985,34.0468,5.6547
fulg,f,153,1,20.1333,8.5604,21.1831,6.8959,31.1593,7.1444
fulg,f,153,2,19.9204,10.5876,19.0581,5.4026,31.4579,7.4828
fulg,f,153,3,20.2706,6.7253,18.6069,6.5591,37.6228,7.1163
fulg,f,154,1,16.2817,6.4755,22.2894,7.2003,29.7232,6.5962
fulg,f,154,2,22.7379,9.3648,24.5623,7.8129,34.7749,7.3134
fulg,f,154,3,23.0912,12.9624,23.9029,8.2004,30.7743,6.8765
fulg,f,155,1,18.9222,10.8322,20.9276,6.7751,39.0077,7.4826
fulg,f,155,2,14.8311,8.4594,18.9358,4.8703,35.7185,6.0937
fulg,f,155,3,13.9269,7.0899,17.849,5.1305,37.1872,6.2597
fulg,f,156,1,18.0782,7.1418,19.6936,6.0483,33.3102,7.6968
fulg,f,156,2,17.8552,7.2728,19.5216,6.2632,32.3736,6.6966
fulg,f,156,3,17.7842,11.2568,17.8187,6.7936,32.2039,7.0377
fulg,f,157,1,19.0299,12.9281,20.7282,6.3105,36.3655,8.5657
fulg,f,157,2,17.9231,10.4649,18.6315,6.5055,34.1295,7.5602
fulg,f,157,3,18.4577,12.1438,20.8898,6.4918,36.6265,7.8074
fulg,f,157,4,19.3712,8.8366,20.4056,6.7342,37.0281,7.638
fulg,f,157,5,15.6337,8.5811,19.5151,6.7659,33.0802,6.2838
fulg,f,157,6,19.3399,9.5518,20.6718,9.0042,34.0918,7.1891
fulg,f,158,1,20.2684,7.2724,20.8298,6.7042,35.4834,7.463
fulg,f,158,2,16.7901,6.108,18.3752,6.3652,31.3535,6.1949
fulg,f,158,3,19.6642,6.1915,19.1987,6.9076,32.6721,6.4163
fulg,f,158,4,21.8658,6.1938,19.5317,6.1567,35.0381,6.6194
fulg,f,158,5,22.0744,6.5822,19.9562,7.618,34.4203,7.0482
fulg,f,158,6,18.5211,7.0815,18.9707,6.2329,31.0861,6.4716
fulg,f,159,1,17.1142,7.3567,18.0357,6.5872,35.6965,7.6751
fulg,f,159,2,16.6675,8.3637,16.7656,7.0207,35.7171,7.1595
fulg,f,159,3,16.5428,10.8467,18.0046,6.3454,35.6338,6.7088
fulg,f,159,4,15.0125,11.222,18.3175,6.4598,34.412,6.891
fulg,f,159,5,16.0069,11.9698,18.7318,7.1377,35.6642,7.3247
fulg,f,159,6,17.2672,10.4855,19.589,6.034,34.739,6.89
fulg,f,160,1,16.4281,7.7834,18.5752,6.0101,30.4617,7.2381
fulg,f,160,2,16.4148,10.123,19.0844,5.0869,31.7697,6.1124
fulg,f,160,3,13.4528,7.7084,17.4817,3.8265,34.1228,6.6371
fulg,f,161,1,15.1244,6.7839,18.3183,6.308,29.4153,6.657
fulg,f,161,2,16.2405,7.9471,16.8837,6.095,28.3977,5.5893
fulg,f,161,3,14.8314,7.1821,18.6503,6.3887,29.8728,6.9368
fulg,f,161,4,16.6703,10.0368,17.808,5.8739,31.7835,5.9295
fulg,f,162,1,17.7647,8.875,18.2708,5.4649,32.6553,7.0096
fulg,f,162,2,16.1031,10.912,21.245,5.9919,33.6351,7.3316
fulg,f,162,3,16.3359,9.4147,18.881,6.6,31.4126,7.88
fulg,f,162,4,14.7688,10.3406,17.9106,5.3548,32.2093,6.4353
fulg,f,163,1,17.8642,8.956,17.5034,5.9035,30.8614,6.5059
fulg,f,163,2,19.0876,8.7666,18.3978,6.3254,33.6201,6.9801
fulg,f,163,3,18.4452,8.6103,17.5501,6.2909,32.2793,5.9991
fulg,f,164,1,20.8617,6.4657,21.8372,6.8072,38.4009,6.9907
fulg,f,164,2,16.5924,8.5057,22.3796,7.0792,34.74,7.3045
fulg,f,164,3,16.6635,9.152,18.609,6.6091,29.2743,6.4407
fulg,f,164,4,19.5812,7.0154,19.6594,7.0192,30.2227,5.2686
fulg,f,164,5,19.139,5.627,22.1846,7.4533,34.016,6.7702
fulg,f,164,6,18.9777,8.892,21.3759,6.5991,36.315,6.1173
fulg,f,165,1,19.7722,4.9145,19.3909,6.675,33.6607,6.4961
fulg,f,165,2,21.6135,6.4122,21.3974,6.7222,33.4176,6.4297
fulg,f,165,3,19.6054,7.2863,21.6007,6.7808,33.7269,6.5862
fulg,f,165,4,21.747,5.276,21.6743,6.8059,34.4535,6.7996
fulg,f,165,5,19.8807,5.9913,19.9885,6.5092,30.4527,6.1036
fulg,f,165,6,20.3498,6.5803,20.2843,6.8199,34.1569,6.618
fulg,f,166,1,17.7269,10.3741,19.1883,6.7351,33.3119,5.6142
fulg,f,166,2,19.2904,7.7971,19.989,7.4205,35.0194,7.199
fulg,f,166,3,12.9794,10.6381,16.8375,6.6908,27.6902,6.5126
fulg,f,167,1,13.617,6.7563,17.2667,7.0346,32.1615,6.775
fulg,f,167,2,15.6224,7.0385,18.9611,6.1878,34.4661,6.4451
fulg,f,167,3,15.6255,8.0989,18.2289,6.6438,37.6428,6.434
fulg,f,168,1,11.2397,10.3248,13.4577,6.2558,27.93,5.1158
fulg,f,168,2,13.7144,8.0164,18.0281,6.6919,32.7211,6.1932
fulg,f,168,3,17.3743,5.5813,18.2335,6.0739,37.1927,5.9802
fulg,f,169,1,20.87,7.9496,21.2385,7.0147,39.6248,7.4877
fulg,f,169,2,18.4868,6.4036,16.7898,4.0909,39.9054,5.6333
fulg,f,169,3,17.108,5.5048,18.0233,5.4199,28.3496,4.9991
fulg,f,169,4,20.3921,7.3525,21.1593,8.025,36.6668,7.2693
fulg,f,170,1,17.8533,6.023,20.6978,6.9373,35.7513,6.8182
fulg,f,170,2,16.0416,10.0576,19.6592,6.0663,35.5406,6.3031
fulg,f,170,3,18.7226,6.2199,22.2313,7.1709,37.3789,6.5622
fulg,f,171,1,11.4487,8.0779,16.7478,5.911,27.2562,6.0054
fulg,f,171,2,14.1481,6.6508,15.4731,5.0602,31.8075,5.3354
fulg,f,171,3,14.2711,6.8684,16.6384,5.381,27.5176,6.5446
fulg,f,172,1,15.2246,8.1377,17.9469,4.6002,32.1615,6.5758
fulg,f,172,2,15.1077,9.1257,18.3173,6.0686,29.9554,6.5678
fulg,f,172,3,16.9629,9.1908,18.5794,4.1819,34.2914,6.7029
fulg,f,173,1,20.4183,11.126,22.2844,7.1411,33.9706,6.7965
fulg,f,173,2,21.8431,13.1539,22.5917,6.1831,32.035,6.9914
fulg,f,173,3,19.4761,10.7463,23.8728,7.191,35.9701,7.2798
fulg,f,174,1,15.0472,6.3825,17.1445,7.5456,32.1438,7.7746
fulg,f,174,2,15.7237,9.0528,20.1788,8.775,35.261,7.5271
fulg,f,174,3,14.7163,11.1161,19.5343,7.1867,30.9371,6.1648
fulg,f,175,1,18.4828,9.0698,17.2633,5.5206,36.3821,7.1509
fulg,f,175,2,14.8035,9.7786,18.8136,5.9402,37.8456,6.5996
fulg,f,175,3,14.0873,8.9352,15.5393,5.3643,35.9441,6.298
fulg,f,176,1,16.9832,6.8244,17.1487,5.8655,32.5474,6.008
fulg,f,176,2,15.8264,7.3902,15.2623,5.4962,33.3874,6.0558
fulg,f,176,3,13.8959,4.8929,18.2016,6.4684,35.8589,6.2063
fulg,f,177,1,17.3211,5.8943,18.2491,6.132,37.9311,6.927
fulg,f,177,2,12.9894,7.9907,15.0001,5.4206,36.4376,5.3185
fulg,f,177,3,13.7771,6.5587,18.8362,6.3505,40.4459,7.2997
guar,g,178,1,16.3925,6.6057,18.6349,4.3546,33.9078,7.6349
guar,g,178,2,15.6947,6.6278,18.6735,5.7917,29.5786,8.6052
guar,g,178,3,17.6948,6.8503,19.4064,4.9525,31.0062,8.4868
guar,g,178,4,17.6051,6.9734,18.6753,6.3963,31.3092,8.746
guar,g,178,5,18.3807,7.7198,21.0797,6.2097,31.2722,8.8441
guar,g,178,6,17.5892,6.3319,20.054,6.4276,30.3815,8.3021
guar,g,179,1,16.1707,6.5553,18.7239,5.4501,28.5051,9.0958
guar,g,179,2,18.0963,7.3194,20.3721,5.3855,30.8647,9.7292
guar,g,179,3,15.849,6.4892,19.9836,5.3645,29.7369,8.9951
guar,g,179,4,15.6995,6.4574,20.6886,5.541,28.3348,8.7914
guar,g,179,5,14.0803,7.0259,19.2986,5.506,29.0571,8.9965
guar,g,179,6,16.7864,6.4428,19.035,5.7939,28.2639,8.5468
guar,g,179,7,16.3871,6.6868,20.0265,5.6225,29.3232,9.0918
guar,g,180,1,14.4776,6.8208,15.8024,3.5264,25.3928,7.7916
guar,g,180,2,15.1868,6.6402,18.0583,5.1305,28.3698,7.8225
guar,g,180,3,14.8261,6.8697,18.6557,5.6091,29.1114,8.1902
guar,g,180,4,17.2611,6.6353,19.6224,5.7503,30.3152,8.5337
guar,g,180,5,17.475,6.9634,20.1168,5.7138,30.2161,8.7181
guar,g,181,1,17.0803,5.902,19.1076,6.0157,29.6195,8.3645
guar,g,181,2,16.5237,6.3847,18.4327,6.3796,31.2261,8.9411
guar,g,181,3,16.9833,7.9515,19.3467,5.5959,30.1896,8.4412
guar,g,181,4,17.0918,7.7787,19.1007,5.7744,30.7764,8.8701
guar,g,181,5,17.5186,6.7925,20.0167,6.6414,31.7535,8.9531
guar,g,181,6,15.7602,7.8561,19.5864,5.7007,30.1214,7.8716
guar,g,181,7,15.5599,7.4852,19.7331,5.6831,29.5725,8.0964
guar,g,181,8,16.8602,6.7026,19.9091,6.0007,30.6225,8.4895
guar,g,181,9,15.9871,6.5958,19.9311,5.9112,29.7899,8.5103
guar,g,182,1,17.8485,8.1759,19.0754,6.0905,30.5892,8.374
guar,g,182,2,18.4147,9.4927,20.2692,5.6014,31.8501,8.5496
guar,g,183,1,15.9636,6.1075,17.9608,4.9231,29.5114,8.0934
guar,g,183,2,15.9965,7.6233,17.8874,5.897,29.9128,8.0565
guar,g,183,3,15.2206,6.4477,17.3535,4.7311,29.4073,8.4138
guar,g,183,4,15.4568,6.8514,18.9292,5.3318,28.8459,8.3939
guar,g,183,5,17.268,6.9617,18.4705,5.7695,28.6918,7.9927
guar,g,183,6,15.9842,6.5002,18.7157,6.0789,30.296,8.216
guar,g,184,1,16.8328,9.2833,19.0396,4.7211,31.0849,8.4351
guar,g,184,2,15.761,6.4832,19.4503,5.7572,33.2194,9.1861
guar,g,184,3,17.3378,7.1414,20.7184,6.3163,31.9181,8.8004
guar,g,185,1,13.2224,8.9235,18.1175,6.0387,36.4673,8.0976
guar,g,185,2,15.682,8.4452,18.17,5.8696,35.7484,8.9802
guar,g,185,3,15.4858,8.271,18.547,5.9534,35.6711,8.9588
guar,g,185,4,15.6028,6.6103,18.6084,5.5327,37.6286,9.0134
guar,g,185,5,15.418,6.8825,16.8835,5.5392,36.7838,8.9933
guar,g,185,6,15.6076,10.014,16.6611,5.1936,36.4959,8.1394
guar,g,185,7,16.4142,6.454,16.7194,5.6702,35.5745,8.483
guar,g,186,1,13.907,7.4442,17.4603,6.0411,29.6957,8.242
guar,g,186,2,14.9125,8.4986,16.6196,4.9798,32.9687,7.9369
guar,g,186,3,14.8719,6.5745,17.5145,5.5724,29.9786,8.1615
guar,g,186,4,16.1415,6.7129,18.2444,5.1237,29.6822,8.025
guar,g,186,5,14.7132,9.3215,17.2887,5.4601,29.669,8.0961
guar,g,187,1,15.1137,6.7222,18.4583,5.2114,30.7869,8.5411
guar,g,187,2,16.5738,6.6441,19.1001,5.1087,30.973,8.8163
guar,g,187,3,16.7228,8.1806,19.0134,5.787,34.8861,8.7115
guar,g,187,4,16.3527,6.3006,19.242,5.3525,29.3911,8.5722
guar,g,187,5,16.0384,5.6835,18.7193,5.6802,30.6415,9.2024
guar,g,188,1,16.1352,7.6642,16.3427,5.5674,28.5493,8.3693
guar,g,188,2,17.3281,9.1156,18.5816,5.2728,30.643,8.3814
guar,g,188,3,15.9991,7.274,18.99,5.8077,30.6174,8.5069
guar,g,189,1,15.6314,8.0857,18.6355,4.4445,29.5101,7.7002
guar,g,189,2,14.8882,8.1683,18.4966,5.2084,29.2277,7.9427
guar,g,189,3,14.6311,6.8626,17.7369,5.1858,29.1132,7.5787
guar,g,189,4,15.9058,8.1966,17.7814,5.568,28.3249,8.4725
guar,g,190,1,12.7888,8.741,17.2997,5.4252,28.084,7.975
guar,g,190,2,16.6406,6.2755,17.5744,4.8755,29.3995,9.4426
guar,g,191,1,15.5096,7.028,17.8568,5.3465,29.4076,7.9524
guar,g,191,2,14.2045,6.4002,16.5505,5.3936,30.6955,7.6309
guar,g,191,3,15.4064,7.35,18.1917,5.9703,30.8869,8.0979
guar,g,191,4,16.8673,8.544,18.7658,5.6012,31.1247,8.52
guar,g,191,5,17.7168,6.5402,18.2135,5.3947,30.7016,8.6326
guar,g,192,1,15.249,6.3949,14.9889,3.9449,32.2018,8.5961
guar,g,192,2,15.1536,6.4999,17.4262,4.7069,30.9197,7.8383
guar,g,192,3,14.5999,7.1587,17.1709,4.8434,31.1703,7.9322
guar,g,192,4,17.2537,7.4391,17.1739,5.4063,31.0441,8.654
guar,g,192,5,16.7682,6.7471,17.0489,5.5772,30.4469,8.5388
guar,g,192,6,15.3876,7.0332,17.4308,5.4034,29.2439,8.1186
guar,g,193,1,16.6756,8.5386,17.9386,5.199,30.5936,8.0112
guar,g,193,2,17.0361,7.5598,18.3546,5.1932,30.6811,7.8522
guar,g,193,3,17.2922,8.1075,18.7311,5.2306,31.5183,8.2397
guar,g,193,4,16.9599,11.4615,19.32,5.7882,31.4016,8.5261
guar,g,193,5,16.7318,7.0634,19.2485,5.7183,32.2801,9.1652
guar,g,193,6,16.6051,9.0581,19.0896,5.3826,30.9847,7.8213
guar,g,193,7,17.2573,7.1271,18.6241,4.8294,29.9908,8.5247
guar,g,193,8,15.4394,9.3131,18.9314,3.8296,30.7435,7.6724
guar,g,193,9,16.9318,7.503,20.6283,5.334,30.6917,8.6682
guar,g,193,10,18.7477,7.8977,19.1149,5.689,31.6999,8.9598
guar,g,194,1,16.8788,7.7701,19.4261,5.2593,28.7776,8.7363
guar,g,194,2,17.6798,7.112,18.9755,6.2322,29.1525,9.0797
guar,g,194,3,17.7096,6.7019,19.7667,5.7147,30.1793,9.7956
guar,g,194,4,17.8271,7.1361,19.2106,5.6805,30.8244,9.9156
guar,g,195,1,16.6696,8.8595,18.5801,6.5181,30.359,8.5163
guar,g,195,2,16.2486,6.9388,18.3582,5.6182,30.7869,8.6916
guar,g,195,3,15.6501,7.2919,19.5738,5.9163,30.9094,8.6612
guar,g,195,4,16.8576,8.1118,18.9347,5.775,28.9665,8.364
guar,g,195,5,15.9398,7.8951,18.3848,4.4778,28.704,8.1613
guar,g,196,1,16.0173,8.4975,19.9179,5.7746,30.7224,9.3406
guar,g,196,2,16.8461,8.8624,19.7831,5.5575,29.8497,9.1016
guar,g,196,3,17.3452,8.2423,20.9509,5.9564,31.1042,9.721
guar,g,196,4,16.2321,9.2065,19.4182,5.3219,30.2349,9.4236
guar,g,196,5,17.8042,8.9881,19.9184,5.891,29.2343,9.3759
guar,g,196,6,17.2744,9.6293,20.5524,5.5575,30.3901,9.7312
guar,g,196,7,16.6679,7.6068,19.35,6.3411,29.9903,9.5004
guar,g,197,1,11.6776,9.6263,13.6679,4.4705,29.6978,6.6053
guar,g,197,2,11.9265,7.2379,13.2192,2.5536,29.7605,8.0836
guar,g,197,3,11.1937,9.0135,12.728,3.5653,28.9973,7.5491
guar,g,198,1,16.5079,9.142,18.3842,5.5225,31.1105,8.1111
guar,g,198,2,18.304,6.9624,20.0267,6.0201,30.2555,8.8265
guar,g,198,3,16.8256,9.4202,19.4092,5.6187,31.4442,8.7471
guar,g,198,4,18.3639,10.4888,20.3926,6.017,30.6607,8.6922
guar,g,198,5,15.2604,8.1722,20.32,5.8777,30.6929,8.7196
guar,g,198,6,18.8907,8.5866,19.0627,6.7092,31.0409,9.0433
guar,g,198,7,17.9646,7.6104,19.7134,5.9622,31.5087,8.8627
guar,g,199,1,17.6961,7.175,18.173,5.8824,27.5534,8.9889
guar,g,199,2,18.1028,7.7254,20.2409,5.7345,29.7083,9.6843
guar,g,199,3,18.2279,7.5991,19.8121,5.7159,29.4578,9.5225
guar,g,199,4,14.3746,7.0901,20.403,5.5989,30.0418,9.8147
guar,g,200,1,17.0633,8.4399,18.7464,5.9833,30.3008,7.949
guar,g,200,2,18.2383,8.8653,19.8073,6.1452,31.1087,8.4715
guar,g,200,3,15.9112,9.219,18.1486,5.6825,30.4459,8.5833
guar,g,200,4,16.0697,8.0008,19.2731,6.1536,30.8845,9.0634
guar,g,200,5,17.2351,7.9461,20.5496,6.564,30.3763,9.204
guar,g,200,6,16.7439,6.9631,19.6711,6.9229,29.9852,8.1124
guar,g,201,1,17.8444,7.8394,19.7608,5.726,29.2733,9.0077
guar,g,201,2,17.9659,6.7489,19.7864,5.724,28.4841,8.8453
guar,g,201,3,17.2216,9.9775,20.3389,5.4934,28.3932,9.2938
guar,g,201,4,17.8122,6.4482,18.79,5.3946,27.7961,9.1473
guar,g,201,5,16.6394,6.8309,19.7631,5.178,27.79,9.1473
guar,g,201,6,15.6812,7.6963,17.8446,5.8133,27.38,8.8466
guar,g,201,7,15.7526,7.6341,19.1731,5.4521,27.9432,8.9559
guar,g,202,1,16.772,6.5028,19.1875,6.1031,29.4164,8.3296
guar,g,202,2,17.1762,7.5347,19.7067,5.5524,30.7549,8.6602
guar,g,202,3,17.3319,7.1094,20.2651,5.7654,29.6036,8.9529
guar,g,202,4,17.1815,7.6348,19.1275,6.2939,30.5551,9.1229
guar,g,202,5,16.975,7.7152,19.4313,5.4943,29.0631,8.8982
guar,g,203,1,16.4487,9.4654,19.0378,6.1863,27.88,9.0253
guar,g,203,2,18.2383,6.9543,20.5957,5.5868,30.109,9.5223
guar,g,203,3,17.6616,7.9543,18.7744,5.4638,29.6045,9.3751
guar,g,203,4,16.3592,8.6519,20.3909,6.005,29.785,9.7443
guar,g,203,5,17.4645,7.1214,19.5705,6.3468,32.6031,9.6028
guar,g,203,6,18.5676,7.8016,20.182,6.0522,30.1795,9.2554
guar,g,203,7,17.7008,6.2032,19.5471,5.5601,30.2206,9.2554
guar,g,204,1,16.588,6.7865,19.9222,4.7353,30.1795,8.2829
guar,g,204,2,18.0506,6.6501,20.3736,6.3059,30.6268,8.9348
guar,g,204,3,18.3707,6.3424,20.5444,5.7475,31.4394,8.5861
guar,g,204,4,18.784,7.1196,19.8043,5.7733,31.5238,9.3893
